country_code,crop_type,adm_id,yield,lat,lon,harvest_area,production
US,wheat,US-01-059,2.050333333333333,34.44169229734741,-87.84373462807847,310.27,625.6
US,wheat,US-01-061,2.548714285714286,31.09505484802003,-85.83909144612956,826.7442857142858,2053.6
US,wheat,US-01-063,2.2399999999999998,32.85314775662932,-87.95220353329152,358.4485714285714,773.2571428571429
US,wheat,US-01-065,2.406428571428571,32.76266345818609,-87.62914936651768,1404.8871428571426,3400.0
US,wheat,US-01-067,2.5380625,31.514705303567382,-85.24141340693765,1064.866875,2674.1
US,wheat,US-01-069,2.4498666666666664,31.153200882578385,-85.30247404303597,1659.27,4031.0400000000004
US,wheat,US-01-071,2.6002727272727273,34.77945558242027,-85.99935398499623,1335.51,3392.581818181818
US,wheat,US-01-075,2.5842,33.779135388691884,-88.09695812677022,234.72600000000003,587.52
US,wheat,US-01-077,3.075529411764706,34.90140732669629,-87.6540096469209,1785.4411764705883,5296.0
US,wheat,US-01-079,3.1721428571428576,34.52167795535142,-87.31099055710466,916.3564285714285,2801.6
US,wheat,US-01-081,2.1870000000000003,32.6011356475738,-85.35547858790139,202.35,421.6
US,wheat,US-01-083,3.493631578947369,34.81010128499645,-86.98140593250632,3186.48,12331.621052631579
US,wheat,US-01-085,2.357615384615385,32.15474570310732,-86.6501082344093,756.4776923076922,1761.723076923077
US,wheat,US-01-087,2.0418,32.385938660091554,-85.6926557982763,202.35,386.23999999999995
US,wheat,US-01-089,3.444166666666667,34.76309047358268,-86.55022471636639,4188.645,14923.733333333334
US,wheat,US-01-091,2.1346,32.247665493391004,-87.78953082031431,849.8700000000001,1751.6799999999998
US,wheat,US-01-093,2.3082857142857143,34.13655552248483,-87.88713524898684,502.9842857142857,1056.9142857142856
US,wheat,US-01-095,2.398888888888889,34.366952496948166,-86.30662784816178,409.19666666666666,958.0444444444444
US,wheat,US-01-097,2.431833333333333,30.78721220095308,-88.20579885923932,1018.495,2411.733333333333
US,wheat,US-01-099,2.9445,31.57087541673853,-87.36543633099075,237.76125000000002,717.4
US,wheat,US-01-101,2.3406666666666665,32.22026379800926,-86.20761816571864,741.95,1635.0222222222224
US,wheat,US-01-103,2.943076923076923,34.453468312593614,-86.85292482831042,865.4353846153846,2487.753846153846
US,wheat,US-01-105,2.0045714285714284,32.63846919400472,-87.29440144079504,820.9628571428572,1530.9714285714285
US,wheat,US-01-107,2.416777777777778,33.28079282373015,-88.0887508065939,818.3933333333333,1946.3111111111111
US,wheat,US-01-109,2.464777777777778,31.802723141778166,-85.94091891113248,332.75333333333333,816.0
US,wheat,US-01-113,2.5141666666666667,32.28839324253349,-85.18492486749624,263.055,618.8000000000001
US,wheat,US-01-115,2.019,33.71571863517987,-86.31461907158442,242.82,489.6
US,wheat,US-01-119,1.7145,32.59105735171712,-88.19884604374238,252.9375,435.2
US,wheat,US-01-121,2.7395714285714283,33.38007938419927,-86.16588537343468,1488.7178571428572,3893.4857142857145
US,wheat,US-01-125,3.0904285714285713,33.289569418404746,-87.52510914909692,398.9185714285714,1249.2571428571428
US,wheat,US-01-129,2.714,31.407628945666268,-88.2078573131082,430.45363636363635,1177.0181818181818
US,wheat,US-01-131,2.2976,31.9892967512008,-87.3081903348858,250.91400000000004,505.91999999999996
US,wheat,US-04-001,2.7595,35.39552646734953,-109.48882230843972,161.88,446.08
US,wheat,US-04-003,6.03,31.879608041942266,-109.7511676614067,445.16999999999996,2652.0
US,wheat,US-04-009,6.73,32.932699874990206,-109.8873887474133,384.46500000000003,2584.0
US,wheat,US-04-012,6.655333333333334,33.729243716591746,-113.98132415701498,1682.8774999999998,11016.68
US,wheat,US-04-013,6.258928571428571,33.348815944399796,-112.49129136326741,2251.8664285714285,13406.685714285715
US,wheat,US-04-015,3.702,35.704095159106224,-113.75795269664282,283.29,1047.2
US,wheat,US-04-017,2.692,35.39965744024454,-110.32140142426282,202.35,544.0
US,wheat,US-04-019,5.692,32.097427295651826,-111.78990488515119,323.76,1876.8
US,wheat,US-04-021,6.0704,32.90439176331561,-111.34467078195728,712.272,4269.584
US,wheat,US-04-025,3.252666666666667,34.59990365784673,-112.55390468776022,242.82000000000002,784.2666666666668
US,wheat,US-04-027,6.72376923076923,32.76937662032427,-113.9055555770482,3256.278461538461,21916.295384615387
US,wheat,US-05-001,4.068038461538462,34.29080705580511,-91.37490973290751,22919.250576923077,92018.12307692309
US,wheat,US-05-003,3.22936,33.19121135472734,-91.7684577361982,2319.7404,7470.2080000000005
US,wheat,US-05-007,2.3204444444444445,36.33872438847401,-94.25619693381994,468.5526666666667,1082.56
US,wheat,US-05-013,1.548,33.55803127288699,-92.50304686890513,182.115,272.0
US,wheat,US-05-017,3.0234782608695654,33.267214828807525,-91.29398176784412,7114.45004347826,20308.93913043478
US,wheat,US-05-019,2.3285,34.050970670851605,-93.17636676689386,647.52,1158.2666666666667
US,wheat,US-05-021,3.026692307692308,36.36827122549728,-90.41755750692674,7670.621538461539,22611.569230769233
US,wheat,US-05-023,2.1875,35.53810443735143,-92.02672750378929,242.82,533.8
US,wheat,US-05-029,2.8356923076923075,35.262246537380165,-92.70129382838729,2570.9345769230767,6895.932307692307
US,wheat,US-05-031,3.316689655172414,35.830780591727,-90.63283975822226,4613.58,14612.215172413793
US,wheat,US-05-033,3.0062083333333334,35.58908630761966,-94.24282113342362,1350.180375,3867.16
US,wheat,US-05-035,3.5369310344827585,35.20794386122905,-90.30883835295963,18358.029310344828,61610.81379310345
US,wheat,US-05-037,3.6108666666666664,35.295715218539506,-90.77121408620283,13344.5778,44751.253333333334
US,wheat,US-05-039,1.5715,33.96980985111147,-92.6544470456955,202.35000000000002,299.2
US,wheat,US-05-041,3.253433333333333,33.833284507105354,-91.25398249476531,6224.9605,20309.333333333332
US,wheat,US-05-043,3.230727272727273,33.58945379935467,-91.72001113881394,1731.5641363636364,5621.869090909091
US,wheat,US-05-045,3.12275,35.14698116792315,-92.33204545404496,1257.099375,4008.26
US,wheat,US-05-047,2.0824,35.5123205449671,-93.89063726266791,412.794,847.552
US,wheat,US-05-049,1.9435,36.38165740451262,-91.81822518817465,212.4675,414.12
US,wheat,US-05-055,3.0148888888888887,36.117569212078195,-90.5589635978154,4903.3152222222225,14427.081481481482
US,wheat,US-05-057,2.3474,33.73532331512718,-93.66847440957207,509.9219999999999,1127.1680000000001
US,wheat,US-05-059,1.935,34.31762873758588,-92.94594016282792,252.9375,501.15999999999997
US,wheat,US-05-063,2.918875,35.7415724849761,-91.56970871240067,3880.06125,10428.82
US,wheat,US-05-067,3.0856129032258064,35.59922211078086,-91.21456610285112,13257.580354838708,37593.032258064515
US,wheat,US-05-069,3.363903225806452,34.268782057801374,-91.93151808720087,9059.405322580646,29898.50322580645
US,wheat,US-05-071,3.0277000000000003,35.570064703742396,-93.45989301357979,501.828,1520.208
US,wheat,US-05-073,3.0214285714285714,33.24094545145252,-93.60705581045154,3765.637142857143,10783.76380952381
US,wheat,US-05-075,3.0671153846153847,36.04122681848132,-91.10709583181772,6836.161269230769,19775.864615384613
US,wheat,US-05-077,3.5347419354838707,34.78065178564233,-90.78212191166011,14986.563193548387,51654.9935483871
US,wheat,US-05-079,3.2223200000000003,33.95744904396039,-91.73332986155597,4033.56396,12855.264
US,wheat,US-05-081,2.7079473684210527,33.700511447751154,-94.23434658306978,3371.79,8457.052631578947
US,wheat,US-05-083,3.0379411764705884,35.21527067849378,-93.71634187499376,838.4431764705882,2549.44
US,wheat,US-05-085,3.4708888888888887,34.754256224990016,-91.88867330213915,12257.913333333332,41821.00740740741
US,wheat,US-05-087,2.389,36.01095244456229,-93.72455118259842,80.94,193.12
US,wheat,US-05-091,2.798,33.31209066913729,-93.8915527124611,4337.431764705882,11460.800000000001
US,wheat,US-05-093,3.29625,35.76383359723019,-90.05420095067471,18815.1775,59011.53333333333
US,wheat,US-05-095,3.5503125,34.67784528117564,-91.20390435091556,9567.74034375,32474.25
US,wheat,US-05-105,2.6815555555555557,34.94736989254756,-92.93144274100722,508.1233333333333,1312.8533333333335
US,wheat,US-05-107,3.4514193548387095,34.42823805670895,-90.84806629246263,14750.662258064514,48538.83870967742
US,wheat,US-05-109,2.0692500000000003,34.163521770981134,-93.65632702389284,242.82,506.6
US,wheat,US-05-111,3.45675,35.574014785872826,-90.6629767541616,8238.9331875,27950.55
US,wheat,US-05-115,2.826470588235294,35.44762758047479,-93.03415221892074,1502.1511764705883,4159.2
US,wheat,US-05-117,3.7688620689655172,34.8297985392543,-91.55279742630763,9265.815827586206,33478.79172413793
US,wheat,US-05-119,2.970869565217391,34.76994016662451,-92.3117837218999,4754.345217391305,13936.688695652176
US,wheat,US-05-121,3.0143999999999997,36.3414590326538,-91.02770853309575,3211.2945,8852.92
US,wheat,US-05-123,3.425222222222222,35.022009561830515,-90.7477657706903,16011.281,52228.02962962963
US,wheat,US-05-131,2.4565,35.199660327844946,-94.27417847062952,492.385,1224.4533333333334
US,wheat,US-05-133,1.27025,33.9971754119254,-94.24117760339227,283.29,404.6
US,wheat,US-05-137,2.154,35.859880281189255,-92.15670323495661,121.41,261.12
US,wheat,US-05-141,2.039,35.58064470282818,-92.5156838021102,1214.1,2475.2
US,wheat,US-05-145,2.9281363636363635,35.25627781090881,-91.74554960434645,4491.066272727273,12776.334545454545
US,wheat,US-05-147,3.4975333333333336,35.186306413089426,-91.24305627869848,10841.913,35406.24
US,wheat,US-05-149,2.8467333333333333,35.00261093322689,-93.41123285260815,1419.1480000000001,3839.733333333333
US,wheat,US-05-998,3.71,,,26688.95325,99864.80000000002
US,wheat,US-06-001,4.116428571428571,37.646893227585394,-121.88886747655656,520.3285714285714,2150.7428571428572
US,wheat,US-06-005,2.8266666666666667,38.446391490362714,-120.65109333340908,148.39,462.40000000000003
US,wheat,US-06-007,4.35675,39.6669353446951,-121.60068082611362,1857.5729999999999,8127.360000000001
US,wheat,US-06-011,4.978806451612903,39.17748403490377,-122.23695912321347,8455.096838709678,42572.3870967742
US,wheat,US-06-013,4.353578947368422,37.91912233692718,-121.92778819106958,1148.0700000000002,5050.61052631579
US,wheat,US-06-019,4.9415000000000004,36.758197639814554,-119.64930723709182,12579.425000000001,62190.53333333333
US,wheat,US-06-021,4.714846153846154,39.59820149120442,-122.39199901384109,4920.062423076923,23781.169230769232
US,wheat,US-06-025,5.055642857142857,33.03951207342643,-115.36535115086141,1829.8221428571428,9246.057142857144
US,wheat,US-06-029,5.292192307692308,35.342864363470284,-118.72991638751208,13029.005192307694,65452.61538461538
US,wheat,US-06-031,5.317678571428572,36.07534371008504,-119.81555065669141,16345.688464285715,85520.68571428572
US,wheat,US-06-035,3.6735454545454544,40.673589098637045,-120.59431538478663,634.6431818181818,2298.5236363636363
US,wheat,US-06-037,2.7405555555555554,34.320742959221135,-118.22480998416336,368.7266666666667,985.2444444444443
US,wheat,US-06-039,5.071782608695652,37.21799210274101,-119.76267044541184,5018.28,25234.504347826085
US,wheat,US-06-047,5.370793103448276,37.191889864977696,-120.71765231288775,4281.167793103448,23600.220689655172
US,wheat,US-06-049,5.548500000000001,41.58981656312058,-120.72501563385929,1826.1167727272725,10385.454545454546
US,wheat,US-06-053,3.225071428571429,36.21715890998017,-121.23920059946273,1179.4114285714284,3201.828571428571
US,wheat,US-06-061,3.794285714285714,39.06345956799667,-120.71755875765689,841.1978571428572,3174.628571428572
US,wheat,US-06-065,3.279190476190476,33.74366319247109,-115.99380653350666,6128.314285714286,20612.41904761905
US,wheat,US-06-067,5.07628,38.44931684885277,-121.34425336568765,4268.613719999999,21920.48
US,wheat,US-06-069,3.966058823529412,36.60569063230486,-121.0749692523152,747.5047058823529,3004.7999999999997
US,wheat,US-06-071,3.365,34.84139921238718,-116.17840998570632,202.35,680.0
US,wheat,US-06-073,3.8035833333333335,33.034136709370166,-116.73529293376947,698.1075,2620.266666666667
US,wheat,US-06-077,5.4306,37.93475478900825,-121.27139238365105,8236.0497,44271.62666666667
US,wheat,US-06-079,2.3253125,35.38708293547382,-120.40451599116747,1489.8018749999999,3155.2
US,wheat,US-06-083,2.6423076923076922,34.672879885387154,-120.01647340776147,435.83076923076925,1115.2
US,wheat,US-06-085,4.967222222222222,37.231785029812926,-121.69512630659516,602.5533333333333,2946.6666666666665
US,wheat,US-06-089,4.319263157894737,40.76371326810639,-122.04049900154385,377.01,1597.6421052631579
US,wheat,US-06-093,5.351545454545454,41.592675402058475,-122.5403512604914,3296.4654545454546,18115.2
US,wheat,US-06-095,4.63278125,38.269972906847265,-121.93285185686703,8845.477312500001,41405.2
US,wheat,US-06-097,3.663615384615385,38.52828658778606,-122.88740786017404,351.7776923076923,1284.676923076923
US,wheat,US-06-099,5.203083333333334,37.559134084648015,-120.99768806978116,999.94625,5356.133333333333
US,wheat,US-06-101,5.16846875,39.03457772739615,-121.69484381678052,4725.25190625,24024.4
US,wheat,US-06-103,3.600764705882353,40.12562627265812,-122.2340586020686,1126.0182352941174,3969.6
US,wheat,US-06-107,4.701555555555556,36.22016551607714,-118.80048756434682,11731.803333333333,56015.88148148148
US,wheat,US-06-113,5.260030303030303,38.686619234357615,-121.90156981492919,14240.534545454546,73990.59393939395
US,wheat,US-06-115,4.7859375,39.26900718329727,-121.35126426312779,326.289375,1606.5
US,wheat,US-06-998,4.743,,,19017.86475,91129.52
US,wheat,US-08-001,2.2093333333333334,39.873630839333046,-104.33776871204665,60065.574,133648.37866666666
US,wheat,US-08-003,6.008333333333334,37.5729353487017,-105.78836680671557,440.67333333333335,2640.817777777778
US,wheat,US-08-005,1.8073666666666666,39.649756848133705,-104.33922984176841,25088.702,46385.066666666666
US,wheat,US-08-007,2.1313333333333335,37.19353673333712,-107.04828747952928,40.47,86.13333333333333
US,wheat,US-08-009,1.8455217391304346,37.31919022603764,-102.56037464026164,64764.31695652174,123705.59999999999
US,wheat,US-08-011,2.738722222222222,37.955075948238985,-103.0717096507405,2911.5916666666667,8144.888888888889
US,wheat,US-08-013,2.635315789473684,40.0924885523253,-105.35772961262145,2081.01,5588.884210526316
US,wheat,US-08-014,1.582,39.95410591821098,-105.0527105743175,485.64,761.6
US,wheat,US-08-017,2.075892857142857,38.827951871795065,-102.60350795085606,61174.74107142857,131331.8
US,wheat,US-08-021,6.701833333333333,37.20071264341812,-106.19161031666879,249.56499999999997,1464.2666666666667
US,wheat,US-08-023,6.544875,37.27812432039779,-105.42823538375183,217.52625,1441.6
US,wheat,US-08-025,1.9114,38.32658632505793,-103.7844708388175,1633.639,3201.802666666667
US,wheat,US-08-029,6.080588235294118,38.861359153761576,-107.8628891582186,157.11882352941177,963.1999999999999
US,wheat,US-08-031,1.481,39.76213212154705,-104.87586982840816,3520.89,5168.0
US,wheat,US-08-033,1.1664347826086956,37.75171175752354,-108.51740031607223,6074.019130434783,7318.810434782608
US,wheat,US-08-035,1.8133,39.329708202699145,-104.92955933206845,1048.173,1934.1919999999998
US,wheat,US-08-039,2.128076923076923,39.28658339787681,-104.13594296760509,12155.008846153845,26032.492307692308
US,wheat,US-08-041,1.8444375,38.832103441396725,-104.52546027890772,819.5174999999999,1582.36
US,wheat,US-08-043,1.7665,38.472958147130306,-105.43965821655789,121.41,217.6
US,wheat,US-08-045,1.6824375,39.599315365500594,-107.9040311803862,462.875625,752.25
US,wheat,US-08-059,1.4413333333333334,39.58643529411336,-105.25046903583114,276.545,398.93333333333334
US,wheat,US-08-061,1.95290625,38.4326686727227,-102.7402902792028,65570.2528125,134186.78
US,wheat,US-08-063,2.6886875,39.30549435244091,-102.60294572338047,104511.245625,284581.19
US,wheat,US-08-067,1.315263157894737,37.28655413856314,-107.84332957991037,937.1999999999999,1369.4484210526316
US,wheat,US-08-069,2.5772916666666665,40.66638617460316,-105.46114554482625,3466.93,8720.546666666667
US,wheat,US-08-071,1.5785555555555557,37.31578855613157,-104.03864231253098,1207.355,1923.1911111111112
US,wheat,US-08-073,2.163516129032258,38.98808784990935,-103.5139430533545,52475.22967741936,115957.28516129032
US,wheat,US-08-075,2.3880333333333335,40.724672780416576,-103.11012442888726,50715.655,120270.24
US,wheat,US-08-077,7.347714285714285,39.01830152379928,-108.46644236398792,901.1801785714285,6601.925714285715
US,wheat,US-08-081,1.6533333333333333,40.61839473056184,-108.2074433763401,6014.291666666667,10227.653333333334
US,wheat,US-08-083,1.8853913043478259,37.33856249066213,-108.59657713130177,2474.476565217391,4856.7373913043475
US,wheat,US-08-085,5.88025,38.40218300038856,-108.26933795513878,341.465625,2081.65
US,wheat,US-08-087,2.592576923076923,40.26264077234999,-103.8097164777117,24459.445384615385,63945.840000000004
US,wheat,US-08-089,4.42804761904762,37.90256806350273,-103.71651192152439,1801.8785714285714,8187.5885714285705
US,wheat,US-08-091,1.01,38.15546514326709,-107.76927130278033,40.47,40.8
US,wheat,US-08-095,2.594857142857143,40.593973317232724,-102.35760124500776,42929.99785714286,111871.17142857143
US,wheat,US-08-099,2.292103448275862,37.95519536784376,-102.39335974662974,43956.00206896552,104303.55862068966
US,wheat,US-08-101,2.6105,38.17352288761175,-104.51273216338602,1450.175,3668.977777777778
US,wheat,US-08-103,1.5746666666666667,39.979851278003515,-108.21705233028338,647.52,1044.48
US,wheat,US-08-105,6.6997,37.582519429839316,-106.38322986022477,323.76,2222.2400000000002
US,wheat,US-08-107,1.7393888888888889,40.48514360967252,-106.99125344979767,2632.7983333333336,4649.235555555556
US,wheat,US-08-109,7.096,38.080526607508375,-106.28150636095563,359.17125,2628.2
US,wheat,US-08-113,1.4006875,38.003765232828215,-108.40572790845548,639.931875,892.5
US,wheat,US-08-115,2.6878965517241378,40.87591672040057,-102.3518248298754,29600.316206896554,79876.08275862069
US,wheat,US-08-121,2.3315333333333332,39.971017521558714,-103.2012456043598,108602.594,255766.13333333333
US,wheat,US-08-123,2.329107142857143,40.554834286519224,-104.39246146555696,53166.01714285714,123670.62857142858
US,wheat,US-08-125,2.832962962962963,40.00293654623667,-102.42424849126851,53239.03444444444,150349.51111111112
US,wheat,US-08-998,2.2595,,,97458.84225,228977.08
US,wheat,US-10-001,4.131600000000001,39.086168928232766,-75.56842231599367,9577.2255,39622.784
US,wheat,US-10-003,4.2421999999999995,39.57683343664609,-75.65269158568691,4241.255999999999,17948.735999999997
US,wheat,US-10-005,3.9619999999999997,38.660552929902394,-75.39003806326262,11596.6785,45965.28
US,wheat,US-12-033,4.105,30.66892673365146,-87.36278300432998,3520.89,14440.48
US,wheat,US-13-001,2.866611111111111,31.749223114753356,-82.28889645061686,971.9545,3062.266666666667
US,wheat,US-13-003,2.6083125000000003,31.297133177431412,-82.88007086610327,247.87875,639.03
US,wheat,US-13-005,2.197,31.553680087486093,-82.45269850637237,222.585,467.63076923076926
US,wheat,US-13-007,3.5302,31.32614478356452,-84.44471523235575,657.43515,2302.2079999999996
US,wheat,US-13-009,1.8683333333333332,33.06926620604074,-83.24955570280326,141.645,273.81333333333333
US,wheat,US-13-011,1.8817999999999997,34.354150509758256,-83.49737690472382,113.31599999999999,207.808
US,wheat,US-13-013,1.682,33.99318851194388,-83.71273176520245,80.94,136.0
US,wheat,US-13-015,3.51,34.23786492659281,-84.84049136346613,730.9331666666667,2303.84
US,wheat,US-13-017,2.812722222222222,31.75979096552452,-83.22050662751855,359.28366666666665,1055.0577777777778
US,wheat,US-13-019,2.9820952380952384,31.275953070099973,-83.2296386824687,534.9748571428571,1598.1942857142858
US,wheat,US-13-021,2.842,32.80649503959659,-83.69740490521552,427.36319999999995,1205.232
US,wheat,US-13-023,3.078666666666667,32.43444533648342,-83.32781353408475,1505.315375,4539.113333333334
US,wheat,US-13-027,3.3064583333333335,30.841980890813787,-83.58020127816073,901.46925,3052.9733333333334
US,wheat,US-13-029,2.0726666666666667,32.01447125496505,-81.44363800915423,310.27,455.1466666666667
US,wheat,US-13-031,2.80104,32.396807700709054,-81.74318109731512,2377.85532,6568.8
US,wheat,US-13-033,3.174423076923077,33.06108149647406,-82.00090102559142,3847.296115384616,11642.541538461539
US,wheat,US-13-035,2.204,33.287881117452336,-83.95718512837009,212.4675,470.56
US,wheat,US-13-037,3.5544166666666666,31.529222291905548,-84.62453274545412,2739.313125,9506.4
US,wheat,US-13-043,2.719578947368421,32.403441866832,-82.07366026690293,564.45,1538.9473684210527
US,wheat,US-13-045,2.6014444444444447,33.58278635872622,-85.07976834898115,173.12166666666667,429.15555555555557
US,wheat,US-13-047,2.4406666666666665,34.90362889994557,-85.1382495470056,87.685,211.25333333333333
US,wheat,US-13-055,2.655333333333333,34.47500026331241,-85.34534078306989,143.89333333333332,378.9866666666667
US,wheat,US-13-057,2.2880000000000003,34.24394989575188,-84.47619174967369,40.47,92.47999999999999
US,wheat,US-13-059,2.377222222222222,33.951178294195735,-83.36733044991767,332.75333333333333,785.1733333333334
US,wheat,US-13-061,3.2463500000000005,31.626237880866245,-84.98008738502199,1446.60015,4664.528
US,wheat,US-13-069,2.5981428571428573,31.549285774251164,-82.84917705280685,831.1767142857143,2141.5466666666666
US,wheat,US-13-071,3.165875,31.188376864146942,-83.76879848979921,1001.6325,3324.86
US,wheat,US-13-073,2.1875,33.544117005468124,-82.26403886625559,40.47,88.4
US,wheat,US-13-075,2.8495882352941173,31.153992912330036,-83.43046305152593,295.1929411764706,822.88
US,wheat,US-13-077,2.7823333333333333,33.353464261142136,-84.76335813394351,228.31825,633.3066666666667
US,wheat,US-13-079,2.6333846153846157,32.71451075484091,-83.98632970226816,1102.0292307692307,2862.6953846153847
US,wheat,US-13-081,2.7576666666666667,31.922911533424397,-83.76805458478232,1772.3932857142856,4672.31238095238
